npm,bank_id,nama_kegiatan,tingkat_kegiatan,tanggal_kegiatan
2131030,15044,"Webinar ""Video Game Design dengan Mindset Edukasi""",lokal,11/12/2021
2131030,14987,"Webinar ""Correlation of Business Intelligence and the Future of Business Strategy""",lokal,12/03/2021
2131030,14583,Webinar Bagaimana Stereotip Gender Mempengaruhi Karakteristik Anak?,national,11/13/2021
2131030,14204,"Talkshow ""Time for Indonesians to shine in The World of International Work",national,10/13/2021
2131105,15044,"Webinar ""Video Game Design dengan Mindset Edukasi""",national,11/12/2021
2131105,14987,"Webinar ""Correlation of Business Intelligence and the Future of Business Strategy""",lokal,12/03/2021
2131105,15000,"Webinar ""Enterprise Digital Transformation: Best Practice in Corporation""",lokal,12/10/2021
2131105,14984,"Webinar Nasional ""Cybersecurity 101: Things You Need to Know about Malwares""",national,12/12/2021
2131105,15006,"Webinar Nasional Mahasiswa Berkarakter ""Pencegahan Penggunaan Narkoba dan Pemutusan Rantai Penularan HIV/AIDS""",national,12/11/2021
2131105,15041,Webinar Memperingati Hari Bela Negara 2021 Peran Mahasiswa dalam Menjaga Kesatuan dan Persatuan Bangsa,lokal,12/18/2021
1931165,15166,"Webinar ""Potensi Karier Menjadi iOS Developer di Masa Depan""",national,09/24/2021
1931165,15165,"Webinar ""Tips Sukses Berkarir sebagai Developer dan Programmer 2021""",national,07/31/2021
1931165,15167,Belajar Fundamental Aplikasi iOS Course (dicoding),lokal,09/06/2021
1931165,15168,Menjadi iOS Developer Expert Course (dicoding),lokal,12/03/2021
1931007,1879,Listening and Reading Official Institutional Score Report (ETS TOEIC),international,01/15/2022
2031009,13907,"Webinar ""Business Acumen and How to Attain It as a Student""",lokal,09/24/2021
2031009,13809,Podcast Future Career As An Information System Student HMPS SI,lokal,09/03/2021
2031009,13615,Onboarding Pelaksanaan Program MBKM di Universitas Internasional Batam pada Semester Ganjil Tahun Akademik 2021/2022,lokal,09/02/2021
2031009,13615,Onboarding Pelaksanaan Program MBKM di Universitas Internasional Batam pada Semester Ganjil Tahun Akademik 2021/2022,lokal,09/02/2021
2131030,15041,Webinar Memperingati Hari Bela Negara 2021 Peran Mahasiswa dalam Menjaga Kesatuan dan Persatuan Bangsa,lokal,12/18/2021
2131030,15006,"Webinar Nasional Mahasiswa Berkarakter ""Pencegahan Penggunaan Narkoba dan Pemutusan Rantai Penularan HIV/AIDS""",national,12/11/2021
2031104,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/16/2021
2031104,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
2031104,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
2031104,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031104,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
2031104,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031104,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031104,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031104,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031104,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031104,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031104,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/21/2021
2031104,13395,Sosialisasi Nacospro 2021: Sustainable Community Empowerment Program for Development Recovery During The Covid-19 Pandemic,lokal,08/05/2021
2031104,13907,"Webinar ""Business Acumen and How to Attain It as a Student""",national,09/24/2021
2031104,14206,"Webinar Video Game Development: Between Creative, Technical and Business",lokal,10/08/2021
2031104,14619,"Webinar Cybersecurity Mahasiswa TI UIB Detect, Prevent and Protect Phishing Attack",lokal,10/30/2021
2031104,14987,"Webinar ""Correlation of Business Intelligence and the Future of Business Strategy""",lokal,12/03/2021
2031104,15000,"Webinar ""Enterprise Digital Transformation: Best Practice in Corporation""",lokal,12/10/2021
2131141,15044,"Webinar ""Video Game Design dengan Mindset Edukasi""",lokal,11/12/2021
2031104,14984,"Webinar Nasional ""Cybersecurity 101: Things You Need to Know about Malwares""",national,12/12/2021
2131106,15184,"Startup Meet ""Getting Know The Industry and Strive the Opportunity""",national,01/18/2022
2131106,15170,"Webinar & Talk Show ""Industri Halal 2022 untuk Pertumbuhan Ekonomi Indonesia"" Sesi 1",national,01/12/2021
2131106,15181,"ESG Research Insight ""Improving Corporate Image through Disclosure: At What Cost?""",national,01/13/2022
2131106,15169,"Webinar ""New Year, New Look! Sehat & Cantik Luar Dalam""",national,01/14/2022
1931105,14116,"Teknokasi Podcast Episode 1 ""IT Ga Muluk-Muluk Coding Lho... Yuk Kita Ngobrol tentang IT!""",lokal,10/03/2021
1931105,13758,"Webinar Alumni Career Developing Series #1 ""Know Yourself, Be Great on Your Career""",lokal,09/11/2021
1931105,13907,"Webinar ""Business Acumen and How to Attain It as a Student""",lokal,09/24/2021
1931105,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
1931105,14206,"Webinar Video Game Development: Between Creative, Technical and Business",lokal,10/08/2021
1931105,15044,"Webinar ""Video Game Design dengan Mindset Edukasi""",lokal,11/12/2021
1931105,14987,"Webinar ""Correlation of Business Intelligence and the Future of Business Strategy""",lokal,12/03/2021
1931105,15000,"Webinar ""Enterprise Digital Transformation: Best Practice in Corporation""",lokal,12/10/2021
2131141,14523,Test of Chinese as a Foreign Language Test Score Report,international,05/16/2021
2031022,15006,"Webinar Nasional Mahasiswa Berkarakter ""Pencegahan Penggunaan Narkoba dan Pemutusan Rantai Penularan HIV/AIDS""",national,12/11/2021
2031022,14987,"Webinar ""Correlation of Business Intelligence and the Future of Business Strategy""",lokal,12/03/2021
2031022,14972,"Webinar Nasional ""Ecosystem Management: Empowering Plastic-Free Generation 2021""",national,11/28/2021
2031022,15047,"Webinar Nasional ""Kebijakan Hukum E-Commerce dalam Mengoptimalkan Pemasaran Secara Digital""",national,11/28/2021
2031116,11810,"Welcoming UIB Freshmen Program 2020/2021 ""Be G.R.E.A.T in New Normal Life"" Grateful, Responsible, Empathy, Active, Thoughtful""",lokal,08/01/2021
2131105,15162,"Kompetisi Desain Poster dan Komik Strip ""Ragam Pesona Lingkungan dan Wilayah Pesisir""",national,01/17/2022
1931161,10267,"Webinar Nasional ""Memperjuangkan Hak Tenaga Kesehatan ke MK : Perkara 36/PUU-VII/2020""",national,05/27/2020
1931161,5250,"National Webinar 2020 Interactive Dialogue and Question-Answer on Electoral Law and Political Parties ""Tanggung Jawab Hukum Pelayanan Medis Dalam Penanganan Pasien Di Tengah Pandemi Covid-19""",national,07/11/2020
1931161,5240,"National Webinar ""Interactive Dialogue and Question-Answer on Constitutional Law""Mencermati Perampingan Lembaga dan Komisi Negara di Tengah Pandemik Covid-19""",national,07/19/2020
2131021,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
2131021,14987,"Webinar ""Correlation of Business Intelligence and the Future of Business Strategy""",lokal,12/03/2021
2131021,15000,"Webinar ""Enterprise Digital Transformation: Best Practice in Corporation""",lokal,12/10/2021
2131021,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
2131021,14984,"Webinar Nasional ""Cybersecurity 101: Things You Need to Know about Malwares""",national,12/12/2021
2131021,14972,"Webinar Nasional ""Ecosystem Management: Empowering Plastic-Free Generation 2021""",national,11/28/2021
2131021,14823,"Dhamma Talk Nasional 2021 ""Giving: The Practice of Letting Go""",national,11/07/2021
2131021,15041,Webinar Memperingati Hari Bela Negara 2021 Peran Mahasiswa dalam Menjaga Kesatuan dan Persatuan Bangsa,lokal,12/18/2021
2131021,15006,"Webinar Nasional Mahasiswa Berkarakter ""Pencegahan Penggunaan Narkoba dan Pemutusan Rantai Penularan HIV/AIDS""",national,12/11/2021
2031140,14709,Pengurus Unit Kegiatan Mahasiswa Japanese Club Universitas Internasional Batam Periode 2020/2021,lokal,09/01/2021
2031140,14710,Pergurus Himpunan Mahasiswa Program Studi Sistem Informasi Universitas Internasional Batam Periode 2020/2021,lokal,09/01/2021
2131059,13958,"Webinar Nasional ""Mindfullness in Covid 19 Pandemic"" UKM Buddha",national,09/11/2021
2131059,13615,Onboarding Pelaksanaan Program MBKM di Universitas Internasional Batam pada Semester Ganjil Tahun Akademik 2021/2022,lokal,09/02/2021
1931173,15187,"The 2nd Conference on Community Engagement Project (Concept) ""Community Service to Support Sustainable Development Goals in the Post-Covid-19 Pandemic""",international,01/19/2022
2031117,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/23/2022
2131106,15213,"Webinar Leadership ""Women`s Role on Advancing Digital and Technology in Indonesia""",national,01/20/2022
2131106,15217,"Webinar Economic & Business Outlook 2022 ""Structural Reforms for Future Economic and Business Resilience""",national,01/20/2022
2131106,15226,"Corruptionoff ""Lapor dan Berantas Korupsi dari Sekarang""",national,12/06/2021
2131106,15227,"Festival Seni 2021 ""Wonderland Indonesia"" KuAS Polibatam",national,11/13/2021
2131106,15216,"Webinar ""Raising the Awareness of Sexual Harassment among Indonesian Society""",national,01/14/2022
2031127,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031127,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
2031127,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031127,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031127,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031127,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/04/2021
2031127,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031127,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
2031127,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/21/2021
2031127,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
2031127,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031127,13475,"The 3rd National Conferences for Community Service Project (NaCoSPro) 2021 ""Sustainable Community Empowerment Program for Development Recovery During The COVID-19 Pandemic""",national,08/25/2021
2031127,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
2031127,13548,"Best Paper in The 3rd National Conferences for Community Service Project (NaCoSPro) 2021 ""Sustainable Community Empowerment Program for Development Recovery During The Covid-19 Pandemic""",national,08/25/2021
1931001,1442,Certificate Project Management Associate (Logical Operations) ,international,01/22/2022
1931002,1442,Certificate Project Management Associate (Logical Operations) ,international,01/22/2022
1931037,1442,Certificate Project Management Associate (Logical Operations) ,international,01/22/2022
1931040,1442,Certificate Project Management Associate (Logical Operations) ,international,01/22/2022
1931062,1442,Certificate Project Management Associate (Logical Operations) ,international,01/22/2022
1931074,1442,Certificate Project Management Associate (Logical Operations) ,international,01/22/2022
1931085,1442,Certificate Project Management Associate (Logical Operations) ,international,01/22/2022
1931105,1442,Certificate Project Management Associate (Logical Operations) ,international,01/22/2022
1931134,1442,Certificate Project Management Associate (Logical Operations) ,international,01/22/2022
1931085,14361,Sharing Session Mitra Industri dengan Mahasiswa untuk Meningkatkan Kompetensi Mahasiswa PS Manajemen Sesi 5,lokal,10/15/2021
2131024,15200,Webinar Sehari Menjadi: Mahasiswa Ilmu Komunikasi,national,01/12/2022
2031127,8368,The Fundamentals of Digital Marketing Certification (Google Digital Garage),international,01/26/2022
2131030,14984,"Webinar Nasional ""Cybersecurity 101: Things You Need to Know about Malwares""",national,12/12/2021
2131099,14972,"Webinar Nasional ""Ecosystem Management: Empowering Plastic-Free Generation 2021""",national,11/28/2021
2031007,13395,Sosialisasi Nacospro 2021: Sustainable Community Empowerment Program for Development Recovery During The Covid-19 Pandemic,lokal,08/05/2021
2031001,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031002,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031003,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031005,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031006,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031007,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031008,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031009,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031010,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031011,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031012,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031013,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031016,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031017,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031019,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031020,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031021,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031023,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031024,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031026,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031027,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031028,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031029,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031031,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031033,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031034,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031038,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031039,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031040,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031041,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031042,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031043,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031044,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031047,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031051,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031053,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031056,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031058,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031059,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031060,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031063,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031072,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,01/24/2022
2031013,15022,"Lomba Desain Poster Tingkat Nasional ""Harmony Across The World""",lokal,11/15/2021
